date,l_ipn,r_asn,f
9/12/06,9,25751,3
9/12/06,9,26085,31
9/12/06,9,26101,159
9/12/06,9,26228,5
9/12/06,9,26381,5
9/12/06,9,26496,6
9/12/06,9,30315,2
9/12/06,9,32787,12
9/12/06,9,33419,13
9/12/06,9,33694,3
9/12/06,9,36088,184
9/12/06,9,36420,2
9/12/06,9,36856,2
9/13/06,0,600,1
9/13/06,0,701,1
9/13/06,0,2514,1442
9/13/06,0,2764,1
9/13/06,0,2914,2
9/13/06,0,3352,2
9/13/06,0,3356,1
9/13/06,0,3462,3
9/13/06,0,3561,72
9/13/06,0,3671,4
9/13/06,0,4134,1
9/13/06,0,4544,1
9/13/06,0,4755,1
9/13/06,0,5413,1
9/13/06,0,5462,1
9/13/06,0,6432,1
9/13/06,0,6461,1
9/13/06,0,6724,1
9/13/06,0,6939,1
9/13/06,0,7018,1
9/13/06,0,7643,1
9/13/06,0,7738,1
9/13/06,0,8052,1
9/13/06,0,8167,1
9/13/06,0,8346,1
9/13/06,0,9824,1
9/13/06,0,10036,1
9/13/06,0,11398,1
9/13/06,0,13446,1
9/13/06,0,13462,26
9/13/06,0,13867,2
9/13/06,0,14742,1
9/13/06,0,16509,1
9/13/06,0,16810,1
9/13/06,0,17228,1
9/13/06,0,17444,1
9/13/06,0,17964,3
9/13/06,0,19262,1
9/13/06,0,19296,1
9/13/06,0,19893,1
9/13/06,0,23531,1
9/13/06,0,24587,1
9/13/06,0,26831,1
9/13/06,0,28573,1
9/13/06,0,29717,1
9/13/06,0,29870,1
9/13/06,0,30099,1
9/13/06,0,33287,1
9/13/06,0,33379,1
9/13/06,0,33657,1
9/13/06,0,34788,1
9/13/06,0,36727,1
9/13/06,2,81,1
9/13/06,2,209,35
9/13/06,2,553,288
9/13/06,2,1312,98
9/13/06,2,2514,1442
9/13/06,2,3557,1
9/13/06,2,3561,3
9/13/06,2,3598,7
9/13/06,2,4134,1
9/13/06,2,4323,3
9/13/06,2,4755,2
9/13/06,2,6079,1
9/13/06,2,7018,238
9/13/06,2,7132,3
9/13/06,2,7377,97
9/13/06,2,11414,38
9/13/06,2,17222,1162
9/13/06,2,17964,124
9/13/06,2,18530,9
9/13/06,2,19918,260
9/13/06,2,23504,11
9/13/06,2,29863,6
9/13/06,2,30099,11
9/13/06,2,33260,3
9/13/06,2,33651,615
9/13/06,2,36828,6
9/13/06,3,3561,1
9/13/06,3,4134,1
9/13/06,3,4812,2
9/13/06,3,6478,1
9/13/06,3,6994,2
9/13/06,3,9457,2
9/13/06,3,9929,1
9/13/06,3,9930,2
9/13/06,3,11426,1
9/13/06,3,11530,3
9/13/06,3,17964,1
9/13/06,3,25577,2
9/13/06,3,26496,3
9/13/06,4,1668,10
9/13/06,4,2514,1442
9/13/06,4,2856,1
9/13/06,4,3561,2
9/13/06,4,4134,488
9/13/06,4,4323,1
9/13/06,4,6478,3
9/13/06,4,7132,39
9/13/06,4,8560,36
9/13/06,4,9156,1
9/13/06,4,14778,6
9/13/06,4,16936,5
9/13/06,4,17222,1316
9/13/06,4,17964,3
9/13/06,4,23342,1
9/13/06,4,31976,86
9/13/06,4,33287,1
9/13/06,4,33651,79
9/13/06,4,36856,10
9/13/06,6,3561,2
9/13/06,6,4134,1
9/13/06,6,4812,3
9/13/06,6,4837,4
9/13/06,6,6478,2
9/13/06,6,9318,6
9/13/06,6,9808,5
9/13/06,6,9929,3
9/13/06,6,9930,1
9/13/06,6,11426,2
9/13/06,6,11530,4
9/13/06,6,17222,2
9/13/06,6,17964,1
9/13/06,6,21844,2
9/13/06,6,25577,2
9/13/06,6,26496,4
9/13/06,6,33287,2
9/13/06,7,109,6
9/13/06,7,209,10
9/13/06,7,226,9
9/13/06,7,1680,1
9/13/06,7,2152,23
9/13/06,7,2914,3
9/13/06,7,3561,9
9/13/06,7,3701,2
9/13/06,7,4565,7
9/13/06,7,4814,1
9/13/06,7,6453,2
9/13/06,7,7132,38
9/13/06,7,7342,2
9/13/06,7,8070,9
9/13/06,7,8075,13
9/13/06,7,9156,8
9/13/06,7,11426,2
9/13/06,7,11456,4
9/13/06,7,11479,13
9/13/06,7,11486,3
9/13/06,7,12182,9
9/13/06,7,14743,1
9/13/06,7,14780,73
9/13/06,7,15169,79
9/13/06,7,18924,48
9/13/06,7,19057,23
9/13/06,7,20940,15
9/13/06,7,21844,253
9/13/06,7,25751,2
9/13/06,7,25973,75
9/13/06,7,26101,9
9/13/06,7,27357,4
9/13/06,7,31883,2
9/13/06,7,33070,2
9/13/06,7,36856,20
9/13/06,8,3,10
9/13/06,8,18,13
9/13/06,8,109,6
9/13/06,8,1668,4
9/13/06,8,1680,1
9/13/06,8,1784,1
9/13/06,8,2152,3
9/13/06,8,2843,12
9/13/06,8,2914,4
9/13/06,8,3575,2
9/13/06,8,3701,1
9/13/06,8,4323,6
9/13/06,8,4814,1
9/13/06,8,5650,3
9/13/06,8,5662,12
9/13/06,8,7018,11
9/13/06,8,8075,2
9/13/06,8,8365,6
9/13/06,8,10532,1
9/13/06,8,11426,1
9/13/06,8,11643,4
9/13/06,8,12168,39
9/13/06,8,13749,1
9/13/06,8,14173,4
9/13/06,8,15169,203
9/13/06,8,16458,2
9/13/06,8,21840,4
9/13/06,8,21844,70
9/13/06,8,22277,3
9/13/06,8,22822,3
9/13/06,8,25847,7
9/13/06,8,26101,8
9/13/06,8,30176,6
9/13/06,8,30217,5
9/13/06,8,30496,1
9/13/06,8,30687,1
9/13/06,8,32329,1
9/13/06,8,36420,8
9/13/06,8,36561,91
9/13/06,8,36856,4
9/13/06,9,111,1
9/13/06,9,209,2
9/13/06,9,226,58
9/13/06,9,2152,85
9/13/06,9,3561,35
9/13/06,9,4182,13
9/13/06,9,4323,71
9/13/06,9,5779,137
9/13/06,9,7018,1
9/13/06,9,8070,3
9/13/06,9,8075,2
9/13/06,9,8137,6
9/13/06,9,10763,1
9/13/06,9,11266,326
9/13/06,9,11944,42
9/13/06,9,14780,323
9/13/06,9,14829,2
9/13/06,9,15169,216
9/13/06,9,16509,2
9/13/06,9,20940,26
9/13/06,9,26101,46
9/13/06,9,26228,2
9/13/06,9,26753,22
9/13/06,9,31883,3
9/13/06,9,36088,85
9/13/06,9,36856,2
9/14/06,0,209,1
9/14/06,0,701,2
9/14/06,0,3320,1
9/14/06,0,3462,2
9/14/06,0,3561,30
9/14/06,0,3671,18
9/14/06,0,4589,1
9/14/06,0,4618,1
9/14/06,0,4812,1
9/14/06,0,5413,1
9/14/06,0,6432,1
9/14/06,0,6461,1
9/14/06,0,6478,1
9/14/06,0,6724,1
9/14/06,0,6939,1
9/14/06,0,6993,1
9/14/06,0,7132,1
9/14/06,0,7377,6
9/14/06,0,7393,1
9/14/06,0,7738,1
9/14/06,0,9121,1
9/14/06,0,9143,1
9/14/06,0,10318,1
9/14/06,0,11290,7
9/14/06,0,11486,1
9/14/06,0,11829,1
9/14/06,0,12262,1
9/14/06,0,12271,1
9/14/06,0,13462,18
9/14/06,0,13867,1
9/14/06,0,15290,2
9/14/06,0,17557,1
9/14/06,0,17897,1
9/14/06,0,22047,1
9/14/06,0,23850,1
9/14/06,0,26085,2
9/14/06,0,26101,2
9/14/06,0,26228,1
9/14/06,0,27699,2
9/14/06,0,28719,1
9/14/06,0,29717,1
9/14/06,0,30099,1
9/14/06,0,33287,2
9/14/06,0,33668,1
9/14/06,2,209,23
9/14/06,2,553,284
9/14/06,2,1312,86
9/14/06,2,1916,3
9/14/06,2,3561,8
9/14/06,2,3575,1
9/14/06,2,3659,2
9/14/06,2,4323,4
9/14/06,2,4618,1
9/14/06,2,4983,3
9/14/06,2,6106,2
9/14/06,2,7018,162
9/14/06,2,7132,2
9/14/06,2,7377,86
9/14/06,2,11290,2
9/14/06,2,11414,8
9/14/06,2,14425,13
9/14/06,2,17222,3006
9/14/06,2,18566,10
9/14/06,2,19918,518
9/14/06,2,27699,2
9/14/06,2,29863,7
9/14/06,2,30099,4
9/14/06,2,33260,6
9/14/06,2,33651,69
9/14/06,3,701,1
9/14/06,3,4618,3
9/14/06,3,4732,1
9/14/06,3,4812,8
9/14/06,3,8820,5
9/14/06,3,11290,2
9/14/06,3,15290,2
9/14/06,3,21844,1
9/14/06,3,26496,3
9/14/06,3,27699,2
9/14/06,3,29550,1
9/14/06,4,701,2
9/14/06,4,1916,3
9/14/06,4,3561,2
9/14/06,4,4323,1
9/14/06,4,4618,1
9/14/06,4,4732,2
9/14/06,4,6428,1
9/14/06,4,7132,11
9/14/06,4,10796,42
9/14/06,4,11290,4
9/14/06,4,14778,7
9/14/06,4,15290,18
9/14/06,4,15409,1
9/14/06,4,23342,1
9/14/06,4,27699,2
9/14/06,4,29895,110
9/14/06,4,31976,82
9/14/06,4,33287,2
9/14/06,4,33651,153
9/14/06,6,701,1
9/14/06,6,1668,6
9/14/06,6,1916,1
9/14/06,6,4134,2
9/14/06,6,4618,1
9/14/06,6,4732,2
9/14/06,6,4812,6
9/14/06,6,4837,1
9/14/06,6,8820,6
9/14/06,6,9808,4
9/14/06,6,11290,2
9/14/06,6,15290,2
9/14/06,6,21844,1
9/14/06,6,26496,2
9/14/06,6,27699,1
9/14/06,6,29550,2
9/14/06,6,33287,3
9/14/06,7,3,2
9/14/06,7,209,10
9/14/06,7,226,1
9/14/06,7,852,4
9/14/06,7,1668,5
9/14/06,7,2152,23
9/14/06,7,3246,2
9/14/06,7,3428,6
9/14/06,7,3561,1
9/14/06,7,3575,1
9/14/06,7,3701,2
9/14/06,7,4134,1
9/14/06,7,4436,1
9/14/06,7,4814,1
9/14/06,7,6334,2
9/14/06,7,6432,1
9/14/06,7,6461,2
9/14/06,7,7859,2
9/14/06,7,8070,6
9/14/06,7,8075,2
9/14/06,7,9156,8
9/14/06,7,10683,1
9/14/06,7,10763,3
9/14/06,7,11479,15
9/14/06,7,11486,3
9/14/06,7,12179,1
9/14/06,7,12182,1
9/14/06,7,13749,1
9/14/06,7,13911,2
9/14/06,7,14425,19
9/14/06,7,14537,2
9/14/06,7,15169,66
9/14/06,7,15216,3
9/14/06,7,17210,11
9/14/06,7,17225,1
9/14/06,7,18924,49
9/14/06,7,19152,16
9/14/06,7,20461,7
9/14/06,7,21844,122
9/14/06,7,24400,2
9/14/06,7,25577,1
9/14/06,7,25751,2
9/14/06,7,25973,38
9/14/06,7,29550,4
9/14/06,7,30315,5
9/14/06,7,33070,6
9/14/06,7,33694,5
9/14/06,7,36116,28
9/14/06,7,36839,4
9/14/06,7,36856,19
9/14/06,8,27,5
9/14/06,8,103,12
9/14/06,8,209,2
9/14/06,8,1668,14
9/14/06,8,2152,17
9/14/06,8,3356,2
9/14/06,8,3561,6
9/14/06,8,3701,1
9/14/06,8,4134,1
9/14/06,8,4266,2
9/14/06,8,4814,1
9/14/06,8,5662,32
9/14/06,8,6140,2
9/14/06,8,6461,1
9/14/06,8,7018,15
9/14/06,8,7859,3
9/14/06,8,8001,2
9/14/06,8,8070,6
9/14/06,8,8075,4
9/14/06,8,8972,1
9/14/06,8,10683,1
9/14/06,8,11305,3
9/14/06,8,11486,9
9/14/06,8,12168,139
9/14/06,8,12552,2
9/14/06,8,13890,2
9/14/06,8,14135,1
9/14/06,8,14494,4
9/14/06,8,14589,13
9/14/06,8,15169,198
9/14/06,8,17374,3
9/14/06,8,19024,1
9/14/06,8,20940,2
9/14/06,8,21844,5
9/14/06,8,22205,2
9/14/06,8,22822,4
9/14/06,8,22982,2
9/14/06,8,23342,1
9/14/06,8,24400,1
9/14/06,8,26347,4
9/14/06,8,27357,2
9/14/06,8,29550,1
9/14/06,8,29720,5
9/14/06,8,30099,2
9/14/06,8,30315,2
9/14/06,8,30687,3
9/14/06,8,33322,1
9/14/06,8,33554,2
9/14/06,8,36323,2
9/14/06,8,36856,4
9/14/06,9,3,2
9/14/06,9,25,8
9/14/06,9,88,2
9/14/06,9,174,1
9/14/06,9,209,29
9/14/06,9,226,28
9/14/06,9,714,4
9/14/06,9,1668,17
9/14/06,9,2152,157
9/14/06,9,2914,4
9/14/06,9,3356,66
9/14/06,9,3561,40
9/14/06,9,3595,15
9/14/06,9,4266,1
9/14/06,9,5779,265
9/14/06,9,6432,27
9/14/06,9,6508,1
9/14/06,9,6939,3
9/14/06,9,7018,1
9/14/06,9,7132,1
9/14/06,9,7796,1
9/14/06,9,8070,9
9/14/06,9,8075,55
9/14/06,9,10763,1
9/14/06,9,10910,22
9/14/06,9,11266,9
9/14/06,9,11486,9
9/14/06,9,11643,11
9/14/06,9,12168,155
9/14/06,9,12179,7
9/14/06,9,12182,9
9/14/06,9,13867,35
9/14/06,9,14280,1
9/14/06,9,14492,6
9/14/06,9,14743,6
9/14/06,9,14780,768
9/14/06,9,15169,179
9/14/06,9,16509,43
9/14/06,9,17012,45
9/14/06,9,17228,4
9/14/06,9,19024,1
9/14/06,9,20940,342
9/14/06,9,21844,2
9/14/06,9,22658,52
9/14/06,9,22758,12
9/14/06,9,25751,3
9/14/06,9,26101,132
9/14/06,9,26228,2
9/14/06,9,29668,3
9/14/06,9,29720,2
9/14/06,9,29791,4
9/14/06,9,33070,18
9/14/06,9,36088,289
9/14/06,9,36420,1
9/14/06,9,36856,2
9/15/06,0,2497,1
9/15/06,0,2614,1
9/15/06,0,3462,1
9/15/06,0,3549,1
9/15/06,0,3561,55
9/15/06,0,4134,2
9/15/06,0,4766,1
9/15/06,0,4775,1
9/15/06,0,4788,3
9/15/06,0,4812,232
9/15/06,0,4837,1
9/15/06,0,5466,1
9/15/06,0,6327,1
9/15/06,0,6432,1
9/15/06,0,6461,1
9/15/06,0,6517,2
9/15/06,0,6700,1
9/15/06,0,6724,1
9/15/06,0,6939,1
9/15/06,0,6993,1
9/15/06,0,7395,1
9/15/06,0,7725,2
9/15/06,0,9318,1
9/15/06,0,9416,1
9/15/06,0,9803,1
9/15/06,0,9829,1
9/15/06,0,11351,2
9/15/06,0,11643,2
9/15/06,0,12883,1
9/15/06,0,13041,1
9/15/06,0,13462,34
9/15/06,0,14501,2
9/15/06,0,15201,1
9/15/06,0,15802,1
9/15/06,0,16086,1
9/15/06,0,16486,1
9/15/06,0,17439,1
9/15/06,0,18264,1
9/15/06,0,19262,1
9/15/06,0,19548,1
9/15/06,0,21522,1
9/15/06,0,23352,1
9/15/06,0,24835,1
9/15/06,0,25789,1
9/15/06,0,26085,3
9/15/06,0,26831,1
9/15/06,0,27357,1
9/15/06,0,30374,1
9/15/06,0,33775,1
9/15/06,2,16,1
9/15/06,2,209,31
9/15/06,2,553,284
9/15/06,2,1312,82
9/15/06,2,2497,1
9/15/06,2,2552,2
9/15/06,2,2614,1
9/15/06,2,3462,1
9/15/06,2,3557,1
9/15/06,2,3561,3
9/15/06,2,3575,2
9/15/06,2,4134,1
9/15/06,2,4323,7
9/15/06,2,4788,1
9/15/06,2,4812,109
9/15/06,2,6517,1
9/15/06,2,7018,131
9/15/06,2,7132,21
9/15/06,2,7377,83
9/15/06,2,11414,10
9/15/06,2,13041,1
9/15/06,2,17439,1
9/15/06,2,18264,1
9/15/06,2,18566,50
9/15/06,2,19918,281
9/15/06,2,22625,1
9/15/06,2,29863,8
9/15/06,2,33260,8
9/15/06,2,33651,41
9/15/06,2,33775,1
9/15/06,3,2614,1
9/15/06,3,3462,2
9/15/06,3,4134,7
9/15/06,3,4812,2
9/15/06,3,4837,2
9/15/06,3,6517,2
9/15/06,3,6678,1
9/15/06,3,8196,1
9/15/06,3,9800,2
9/15/06,3,9829,1
9/15/06,3,11351,2
9/15/06,3,12350,2
9/15/06,3,13041,2
9/15/06,3,14501,2
9/15/06,3,17439,2
9/15/06,3,33775,2
9/15/06,4,2614,1
9/15/06,4,3462,1
9/15/06,4,3561,4
9/15/06,4,4134,1
9/15/06,4,4812,45
9/15/06,4,6517,1
9/15/06,4,7132,10
9/15/06,4,9829,9
9/15/06,4,11351,1
9/15/06,4,13041,1
9/15/06,4,14501,1
9/15/06,4,14778,6
9/15/06,4,15169,1
9/15/06,4,17439,1
9/15/06,4,18264,1
9/15/06,4,23342,2
9/15/06,4,29895,7
9/15/06,4,31976,82
9/15/06,4,33651,49
9/15/06,4,33775,1
9/15/06,4,36561,4
9/15/06,6,1213,5
9/15/06,6,2497,2
9/15/06,6,2614,2
9/15/06,6,4134,9
9/15/06,6,4788,1
9/15/06,6,4812,2
9/15/06,6,6517,2
9/15/06,6,6678,6
9/15/06,6,8196,2
9/15/06,6,9800,2
9/15/06,6,9829,2
9/15/06,6,11351,2
9/15/06,6,12350,2
9/15/06,6,12876,2
9/15/06,6,13041,2
9/15/06,6,14501,2
9/15/06,6,17439,2
9/15/06,6,33775,3
9/15/06,7,17,6
9/15/06,7,71,9
9/15/06,7,109,3
9/15/06,7,209,10
9/15/06,7,1668,7
9/15/06,7,2152,43
9/15/06,7,2914,1
9/15/06,7,3330,4
9/15/06,7,3561,4
9/15/06,7,3575,1
9/15/06,7,3701,2
9/15/06,7,4134,1
9/15/06,7,4266,10
9/15/06,7,4323,12
9/15/06,7,4513,5
9/15/06,7,4657,22
9/15/06,7,6140,2
9/15/06,7,6678,6
9/15/06,7,6992,4
9/15/06,7,7046,2
9/15/06,7,7132,3
9/15/06,7,7342,14
9/15/06,7,7726,4
9/15/06,7,8001,114
9/15/06,7,8070,3
9/15/06,7,8075,9
9/15/06,7,8196,4
9/15/06,7,8468,1
9/15/06,7,9156,12
9/15/06,7,9218,1
9/15/06,7,10763,1
9/15/06,7,10882,2
9/15/06,7,11456,9
9/15/06,7,11486,1
9/15/06,7,11643,78
9/15/06,7,12168,3
9/15/06,7,12182,26
9/15/06,7,12552,2
9/15/06,7,13890,2
9/15/06,7,14779,35
9/15/06,7,15169,116
9/15/06,7,16482,9
9/15/06,7,16966,6
9/15/06,7,17374,3
9/15/06,7,18924,48
9/15/06,7,19373,5
9/15/06,7,20940,3
9/15/06,7,21054,26
9/15/06,7,21844,377
9/15/06,7,22205,2
9/15/06,7,22822,12
9/15/06,7,22982,2
9/15/06,7,23352,3
9/15/06,7,25751,7
9/15/06,7,25867,6
9/15/06,7,25973,127
9/15/06,7,26101,7
9/15/06,7,26769,6
9/15/06,7,27357,16
9/15/06,7,27364,4
9/15/06,7,32400,6
9/15/06,7,33554,2
9/15/06,7,33694,2
9/15/06,7,36856,20
9/15/06,8,4,1
9/15/06,8,109,2
9/15/06,8,209,1
9/15/06,8,2152,1
9/15/06,8,3269,150
9/15/06,8,3330,1
9/15/06,8,3701,1
9/15/06,8,4134,1
9/15/06,8,6678,1
9/15/06,8,8075,2
9/15/06,8,8196,1
9/15/06,8,15169,104
9/15/06,8,27364,1
9/15/06,8,36856,4
9/15/06,9,2152,1
9/15/06,9,8070,3
9/15/06,9,8075,2
9/16/06,0,684,1303
9/16/06,0,701,1
9/16/06,0,3269,1
9/16/06,0,3462,2744
9/16/06,0,3561,7
9/16/06,0,4134,2
9/16/06,0,4670,1
9/16/06,0,4739,10
9/16/06,0,4766,1
9/16/06,0,4837,3
9/16/06,0,5089,1
9/16/06,0,5413,1
9/16/06,0,6517,17
9/16/06,0,6713,1
9/16/06,0,6830,1
9/16/06,0,6983,1
9/16/06,0,8167,1
9/16/06,0,8560,1
9/16/06,0,9121,1
9/16/06,0,9416,1
9/16/06,0,10439,1
9/16/06,0,10481,4
9/16/06,0,10738,1
9/16/06,0,10912,1
9/16/06,0,11426,1
9/16/06,0,11739,1
9/16/06,0,12322,1
9/16/06,0,13462,41
9/16/06,0,13680,2
9/16/06,0,13867,1
9/16/06,0,15201,1
9/16/06,0,15685,1
9/16/06,0,17222,1
9/16/06,0,17228,1
9/16/06,0,19262,2
9/16/06,0,20258,1
9/16/06,0,21155,1
9/16/06,0,23674,1
9/16/06,0,24731,1
9/16/06,0,27357,1
9/16/06,0,27699,1
9/16/06,0,28571,1539
9/16/06,0,31976,1
9/16/06,0,33651,1
9/16/06,2,209,1
9/16/06,2,553,3
9/16/06,2,684,721
9/16/06,2,1312,90
9/16/06,2,3462,2020
9/16/06,2,3561,4
9/16/06,2,4181,3
9/16/06,2,4739,6
9/16/06,2,5413,1
9/16/06,2,6517,63
9/16/06,2,7018,174
9/16/06,2,7132,7
9/16/06,2,7377,88
9/16/06,2,7774,1
9/16/06,2,10439,1
9/16/06,2,11739,1
9/16/06,2,15180,169
9/16/06,2,17222,2
9/16/06,2,19181,1
9/16/06,2,19918,153
9/16/06,2,20057,1
9/16/06,2,28571,1539
9/16/06,2,29863,9
9/16/06,2,30099,7
9/16/06,2,33260,8
9/16/06,2,33651,49
9/16/06,3,4,1
9/16/06,3,684,2
9/16/06,3,2152,2
9/16/06,3,3356,11
9/16/06,3,4134,2
9/16/06,3,4739,2
9/16/06,3,5413,2
9/16/06,3,6517,2
9/16/06,3,9095,2
9/16/06,3,9318,2
9/16/06,3,9800,1
9/16/06,3,9803,1
9/16/06,3,10439,1
9/16/06,3,11739,1
9/16/06,3,13680,2
9/16/06,3,20676,1
9/16/06,3,26496,2
9/16/06,3,28571,1
9/16/06,3,29550,1
9/16/06,4,684,1303
9/16/06,4,3462,1268
9/16/06,4,3561,2
9/16/06,4,4134,2
9/16/06,4,4323,1
9/16/06,4,5413,1
9/16/06,4,6517,8
9/16/06,4,7132,2
9/16/06,4,10439,1
9/16/06,4,11739,1
9/16/06,4,13680,1
9/16/06,4,15180,152
9/16/06,4,17222,3
9/16/06,4,18101,49
9/16/06,4,23342,1
9/16/06,4,28571,1541
9/16/06,4,29895,13
9/16/06,4,31976,82
9/16/06,4,33651,108
9/16/06,6,684,2
9/16/06,6,3356,3
9/16/06,6,4134,3
9/16/06,6,4837,6
9/16/06,6,5413,1
9/16/06,6,6517,2
9/16/06,6,9095,2
9/16/06,6,9318,2
9/16/06,6,9800,2
9/16/06,6,9803,2
9/16/06,6,10439,2
9/16/06,6,11739,1
9/16/06,6,13680,2
9/16/06,6,15180,1
9/16/06,6,26496,2
9/16/06,6,28571,1
9/16/06,6,29550,2
9/16/06,7,109,8
9/16/06,7,1239,20
9/16/06,7,1668,5
9/16/06,7,2152,3
9/16/06,7,2833,9
9/16/06,7,3356,1
9/16/06,7,3701,1
9/16/06,7,6432,2
9/16/06,7,8070,3
9/16/06,7,9156,7
9/16/06,7,12179,1
9/16/06,7,15169,72
9/16/06,7,18924,49
9/16/06,7,19200,4
9/16/06,7,21844,188
9/16/06,7,25973,30
9/16/06,7,28571,93
9/16/06,7,29550,2
9/16/06,7,36856,21
9/16/06,8,109,8
9/16/06,8,1239,203
9/16/06,8,2152,2
9/16/06,8,3356,1
9/16/06,8,3701,1
9/16/06,8,6517,818
9/16/06,8,8075,4
9/16/06,8,15169,106
9/16/06,8,18101,8
9/16/06,8,29550,1
9/16/06,8,36856,4
9/16/06,9,2152,1
9/16/06,9,8070,3
9/17/06,0,137,1
9/17/06,0,209,2
9/17/06,0,701,2
9/17/06,0,2914,1
9/17/06,0,3561,13
9/17/06,0,4134,41
9/17/06,0,5462,1
9/17/06,0,5466,1
9/17/06,0,5617,1
9/17/06,0,6327,2
9/17/06,0,6713,1
9/17/06,0,7132,1
9/17/06,0,8359,1
9/17/06,0,8737,1
9/17/06,0,9080,1
9/17/06,0,9095,1
9/17/06,0,9121,3
9/17/06,0,9277,1
9/17/06,0,9370,471
9/17/06,0,9498,1
9/17/06,0,9613,1
9/17/06,0,10091,1
9/17/06,0,12392,1
9/17/06,0,12420,1
9/17/06,0,13462,39
9/17/06,0,14501,2
9/17/06,0,15083,1
9/17/06,0,15412,1
9/17/06,0,17621,1
9/17/06,0,18302,1
9/17/06,0,19262,2
9/17/06,0,19444,1
9/17/06,0,20115,1
9/17/06,0,23844,1
9/17/06,0,25653,1
9/17/06,0,31820,1
9/17/06,0,33668,1
9/17/06,2,81,1
9/17/06,2,137,1
9/17/06,2,1312,171
9/17/06,2,2914,1
9/17/06,2,3561,2
9/17/06,2,4134,9
9/17/06,2,4323,10
9/17/06,2,4983,2
9/17/06,2,6366,1
9/17/06,2,7018,156
9/17/06,2,7132,3
9/17/06,2,7377,170
9/17/06,2,9095,1
9/17/06,2,9370,421
9/17/06,2,11414,1
9/17/06,2,15083,1
9/17/06,2,16572,8
9/17/06,2,19918,144
9/17/06,2,22773,5
9/17/06,2,27431,1
9/17/06,2,29863,6
9/17/06,2,30099,1
9/17/06,2,33260,7
9/17/06,2,33651,53
9/17/06,3,11,1
9/17/06,3,137,1
9/17/06,3,209,1
9/17/06,3,1213,2
9/17/06,3,1239,1
9/17/06,3,1785,2
9/17/06,3,3215,2
9/17/06,3,4134,5
9/17/06,3,4230,1
9/17/06,3,4837,6
9/17/06,3,7132,2
9/17/06,3,8011,2
9/17/06,3,8972,2
9/17/06,3,9095,1
9/17/06,3,9370,1
9/17/06,3,14501,1
9/17/06,3,15083,1
9/17/06,3,18566,2
9/17/06,3,22909,4
9/17/06,3,26496,2
9/17/06,3,27364,1
9/17/06,3,30315,2
9/17/06,4,137,1
9/17/06,4,3265,646
9/17/06,4,3671,274011
9/17/06,4,4134,17
9/17/06,4,5466,1
9/17/06,4,6405,1
9/17/06,4,6428,1
9/17/06,4,7132,16
9/17/06,4,8708,42
9/17/06,4,8871,1
9/17/06,4,8972,3
9/17/06,4,9095,2
9/17/06,4,9370,160
9/17/06,4,9829,40
9/17/06,4,12859,2
9/17/06,4,14501,22
9/17/06,4,15083,1
9/17/06,4,15180,17
9/17/06,4,20001,13
9/17/06,4,22196,5
9/17/06,4,22773,4
9/17/06,4,23393,1
9/17/06,4,24940,2
9/17/06,4,29895,42
9/17/06,4,30315,3
9/17/06,4,31976,85
9/17/06,4,36420,1
9/17/06,6,137,1
9/17/06,6,1213,2
9/17/06,6,1239,6
9/17/06,6,1785,2
9/17/06,6,4134,2
9/17/06,6,4230,1
9/17/06,6,4812,1
9/17/06,6,4837,36
9/17/06,6,7132,2
9/17/06,6,8972,2
9/17/06,6,9095,1
9/17/06,6,9370,1
9/17/06,6,14501,1
9/17/06,6,15083,2
9/17/06,6,16810,2
9/17/06,6,18566,2
9/17/06,6,22773,1
9/17/06,6,27364,3
9/17/06,6,30315,1
9/17/06,7,109,13
9/17/06,7,1239,2
9/17/06,7,2152,2
9/17/06,7,4766,2
9/17/06,7,7015,6
9/17/06,7,8070,3
9/17/06,7,18924,48
9/17/06,8,109,12
9/17/06,8,1239,1
9/17/06,8,2152,1
9/17/06,8,3701,1
9/17/06,8,4766,1
9/17/06,8,6517,235
9/17/06,8,7015,1
9/17/06,8,8070,2
9/17/06,8,9095,1
9/17/06,8,15169,106
9/17/06,8,36856,4
9/17/06,9,2152,1
9/17/06,9,8070,1
9/17/06,9,8075,2
9/18/06,0,137,1
9/18/06,0,209,1
9/18/06,0,701,1
9/18/06,0,1239,541
9/18/06,0,1698,1
9/18/06,0,2856,2
9/18/06,0,3215,8
9/18/06,0,3269,1
9/18/06,0,3462,1
9/18/06,0,3561,27
9/18/06,0,3671,29
9/18/06,0,4134,2
9/18/06,0,5466,2
9/18/06,0,5617,1
9/18/06,0,6147,1
9/18/06,0,6198,1
9/18/06,0,6432,1
9/18/06,0,6461,1
9/18/06,0,6517,1
9/18/06,0,6724,1
9/18/06,0,6939,1
9/18/06,0,6993,2
9/18/06,0,7015,1
9/18/06,0,7418,1
9/18/06,0,7552,1
9/18/06,0,7776,1
9/18/06,0,8048,1
9/18/06,0,8151,2
9/18/06,0,9121,2
9/18/06,0,9316,1
9/18/06,0,9498,2
9/18/06,0,10318,1
9/18/06,0,11427,1
9/18/06,0,12969,1
9/18/06,0,13462,35
9/18/06,0,13749,1
9/18/06,0,13867,1
9/18/06,0,14571,1
9/18/06,0,16339,1
9/18/06,0,18832,1
9/18/06,0,19262,3
9/18/06,0,19296,1
9/18/06,0,19332,1
9/18/06,0,27257,1
9/18/06,0,27699,1
9/18/06,0,31976,2
